"","status","p_value","morans_test_statistic","morans_I","gene_short_name","q_value"
"MIR4637","OK",0.0358529759393627,1.80098051048811,0.00859967791531573,"MIR4637",0.0411760479066612
"MIR4648","OK",0.468822793395458,0.0782293862524224,7.93106441994387e-05,"MIR4648",0.492315332442812
"MIR4668","OK",0.705884770207068,-0.541402100698326,-0.00281271116719938,"MIR4668",0.714707232513474
"MIR4674","OK",0.699309212223119,-0.522414768411019,-0.00259742638818175,"MIR4674",0.709240230621554
"MIR4685","OK",0.642557611607524,-0.365303619609066,-0.00198224248748079,"MIR4685",0.659196420728661
"MIR4725","OK",0.636032657198466,-0.347874168512723,-0.00193059044282269,"MIR4725",0.653284536501773
"MIR4736","OK",0.00752743432197877,2.43105645345434,0.0109067280625341,"MIR4736",0.00900383552962465
"MIR4748","OK",0.711274829613826,-0.557112832038338,-0.0029068601606123,"MIR4748",0.719519808809632
"MIR4754","OK",0.0765949535648308,1.42835429591321,0.00636620963934765,"MIR4754",0.0860194240220801
"MIR4755","OK",0.256341569962856,0.654665503816757,0.00282291760694394,"MIR4755",0.27673604612512
"MIR4760","OK",6.19580075879579e-16,8.00049898485219,0.0388228381765231,"MIR4760",1.08293499093465e-15
"MIR4762","OK",0.488691198052929,0.028350760149177,-0.000146582127262972,"MIR4762",0.512188386836756
"MIR4767","OK",0.0062496505876082,2.49772529511916,0.0118775083891976,"MIR4767",0.00750908061673733
"MIR4774","OK",0.124981157068765,1.15044092081923,0.00522390288099461,"MIR4774",0.138270701219643
"MIR4787","OK",2.57683938552255e-13,7.2211841984513,0.0352026219694786,"MIR4787",4.26495992218577e-13
"MIR4803","OK",0.119900067418213,1.17548650054847,0.00534473083876485,"MIR4803",0.132884072813148
"MIR497HG","OK",3.75702291359311e-50,14.844834107528,0.0742157914597777,"MIR497HG",9.88457006011255e-50
"MIR503","OK",0.810228538227682,-0.878738785972037,-0.00457108311728501,"MIR503",0.812273814059928
"MIR548AC","OK",0.605694359131422,-0.268114374233151,-0.00155994232357705,"MIR548AC",0.625675394895448
"MIR548F1","OK",0.0578217016803491,1.5733257780486,0.00718968882274567,"MIR548F1",0.0654964012842521
"MIR548F2","OK",0.00272395961886324,2.77928208843648,0.0125795254227208,"MIR548F2",0.00332864799054035
"MIR548G","OK",0.251792193685792,0.668860628475214,0.00301809562768063,"MIR548G",0.272023108398737
"MIR548H3","OK",0.694504627382852,-0.508659742347011,-0.00264920443032558,"MIR548H3",0.704894274616654
"MIR548H4","OK",0.765875556258507,-0.725331170649159,-0.00375284526190555,"MIR548H4",0.770370131119179
"MIR570","OK",0.113989468998927,1.20558139097012,0.0057100373150482,"MIR570",0.126548750508592
"MIR573","OK",0.0391414190902727,1.76073752593713,0.00832541979785554,"MIR573",0.0448262573531376
"MIR574","OK",0.379042207120126,0.307997263979155,0.0011813581167484,"MIR574",0.402133454426441
"MIR575","OK",0.00059818552795644,3.23974388608351,0.0153468644505614,"MIR575",0.000753073678035774
"MIR590","OK",0.0361166430747163,1.7976449762833,0.0081501310132532,"MIR590",0.0414613155094195
"MIR597","OK",0.167011059032626,0.966044092569954,0.0041493129188635,"MIR597",0.183213708430119
"MIR600HG","OK",0.320902978473614,0.4651752559629,0.00202730969598641,"MIR600HG",0.343247927378694
"MIR623","OK",4.00094962930407e-25,10.287756564379,0.0507264780670997,"MIR623",8.07179566521599e-25
"MIR635","OK",0.122041434899175,1.16484220910991,0.00505400946727747,"MIR635",0.135183720031515
"MIR644A","OK",0.273003702821106,0.603753700539664,0.00266380929661465,"MIR644A",0.293944276468694
"MIR645","OK",0.0170635897400124,2.11856578929819,0.0100890164063532,"MIR645",0.0199846386921256
"MIR647","OK",0.468961197650008,0.0778813997669796,9.70329850816242e-05,"MIR647",0.492428914769786
"MIR663AHG","OK",4.45498650458168e-20,9.10149146424547,0.0448386329230843,"MIR663AHG",8.3293771103575e-20
"MIR663B","OK",0.000332512633949841,3.40360631777166,0.0149436035333139,"MIR663B",0.000423190809645557
"MIR7-3HG","OK",0,52.9683172952954,0.252259903406272,"MIR7-3HG",0
"MIR708","OK",3.68909914304493e-09,5.78208141402696,0.0282046060481413,"MIR708",5.54966753013678e-09
"MIR744","OK",0.679749241755414,-0.46699770996709,-0.00232808790376162,"MIR744",0.691469788436522
"MIR760","OK",2.59965852825804e-05,4.0464817753943,0.0188262789431147,"MIR760",3.45524771982904e-05
"MIR9-1","OK",2.74669392342413e-06,4.54500527454665,0.0217178835499703,"MIR9-1",3.78059316611286e-06
"MIR920","OK",0.655756974323541,-0.400910456128481,-0.00198474352047175,"MIR920",0.670456537291863
"MIR93","OK",0.0132110891022803,2.21994975952903,0.0104988818737344,"MIR93",0.0155689486757205
"MIR98","OK",0.793908205779186,-0.820057044460485,-0.0042944823919547,"MIR98",0.796746213540985
"MIRLET7A1","OK",0.331820294588084,0.434892320343084,0.00175845483343169,"MIRLET7A1",0.354366751280762
"MIRLET7A2","OK",5.03476172845987e-05,3.88891051357132,0.0183649927073161,"MIRLET7A2",6.61190622022035e-05
"MIRLET7D","OK",4.58459641750116e-05,3.91158617247852,0.0191246004092303,"MIRLET7D",6.03679309931841e-05
"MIRLET7F1","OK",1.22172376014464e-07,5.16198509349407,0.0240609345925493,"MIRLET7F1",1.75844850936402e-07
"MIRLET7G","OK",0.451921757375434,0.120807493342137,0.000279540895511241,"MIRLET7G",0.475395178974365
"MIRLET7I","OK",0.550189416434997,-0.126139921395645,-0.000899621714330272,"MIRLET7I",0.572552838742957
"MIS12","OK",9.76799631494293e-10,6.00161879836748,0.0298503619399646,"MIS12",1.4884174059163e-09
"MIS18A","OK",4.80301554819783e-86,19.6242091062551,0.0981876707489631,"MIS18A",1.62525981237126e-85
"MIS18BP1","OK",1.54163553970621e-304,37.2831014682335,0.187170024183293,"MIS18BP1",1.07321297533288e-303
"MITD1","OK",2.11642493121348e-13,7.24789934115504,0.0361379065498297,"MITD1",3.50862829922105e-13
"MITF","OK",1.85032476904219e-63,16.7752872905693,0.0840296280088857,"MITF",5.4305764625656e-63
"MKI67","OK",0,132.015488999125,0.662276054576595,"MKI67",0
"MKKS","OK",1.32753732535216e-61,16.519518907135,0.0827796603924241,"MKKS",3.83743835766184e-61
"MRTFA","OK",7.07458940298127e-62,16.5574380518725,0.0829791582964231,"MRTFA",2.04937803324576e-61
"MRTFB","OK",0,43.0358918849792,0.216005064419346,"MRTFB",0
"MKLN1","OK",7.93444409617452e-148,25.8665035923612,0.129827129318387,"MKLN1",3.54740673305902e-147
"MKNK1","OK",3.31011178397041e-254,34.0356408344366,0.170903171023254,"MKNK1",2.05641168173942e-253
"MKNK2","OK",3.58571024740393e-57,15.8922435846561,0.0796306124432924,"MKNK2",1.00423322941999e-56
"MKRN1","OK",3.09231583041524e-36,12.5149506340622,0.0626609682040491,"MKRN1",7.14417972001296e-36
"MKRN2","OK",5.09315652972137e-11,6.46415987969762,0.0321992495799521,"MKRN2",8.01506405464898e-11
"MKRN3","OK",2.4679762621766e-32,11.7802277477123,0.0587268570125948,"MKRN3",5.47568571699435e-32
"MKRN9P","OK",0.465907122495701,0.0855624556829886,-4.74726404621276e-06,"MKRN9P",0.489379801031964
"MKS1","OK",1.23531633728094e-05,4.21746580865944,0.0208702968504968,"MKS1",1.66209353164316e-05
"MKX","OK",2.63755370979273e-05,4.04309127103837,0.0184723112935835,"MKX",3.50418464887035e-05
"MLANA","OK",0.794136499227426,-0.820858272645585,-0.00427388662010216,"MLANA",0.796926205899185
"MLC1","OK",0,129.237138191618,0.649499217660712,"MLC1",0
"MLEC","OK",1.81189001828348e-119,23.2098209265182,0.116466985818837,"MLEC",7.20640087144846e-119
"MLF1","OK",5.62518851227346e-296,36.7508936750776,0.184521489383601,"MLF1",3.83402865405395e-295
"MLF2","OK",0,44.3210663212486,0.222677150099717,"MLF2",0
"MLH1","OK",1.34154562851146e-17,8.45959437918968,0.042232829444048,"MLH1",2.41241164760377e-17
"MLH3","OK",3.03175004321277e-15,7.80261984188311,0.0388929916624131,"MLH3",5.23443812465629e-15
"MAP3K20-AS1","OK",1.85196582893665e-05,4.12521215466073,0.0203077197281137,"MAP3K20-AS1",2.47460689254681e-05
"MLKL","OK",2.72373799940789e-14,7.52072154383059,0.037377574671648,"MLKL",4.61025216677325e-14
"MLLT1","OK",1.50591838657657e-11,6.64599099295621,0.033119115058676,"MLLT1",2.39578593928933e-11
"MLLT10","OK",1.74408298973215e-06,4.63975848059695,0.0230345269486522,"MLLT10",2.41795686009439e-06
"MLLT10P1","OK",0.0649742699243321,1.51430484682804,0.00721673535080204,"MLLT10P1",0.0732822634327007
"MLLT11","OK",0,72.1662521389631,0.36264426387385,"MLLT11",0
"MLLT3","OK",4.85188648381588e-123,23.5609116070292,0.118043225007195,"MLLT3",1.96868346912469e-122
"AFDN","OK",1.98995841392323e-93,20.4700769315631,0.102622317433392,"AFDN",6.98179117731351e-93
"AFDN-DT","OK",0.518434327377455,-0.0462244622619805,-0.000508868108778688,"AFDN-DT",0.541549021855728
"MLPH","OK",5.30194106806656e-15,7.73179714675751,0.0370679937359553,"MLPH",9.10669898853669e-15
"MLST8","OK",6.52786447864092e-91,20.1857775416839,0.101195539432252,"MLST8",2.26059585933029e-90
"MLX","OK",3.20231507624976e-56,15.7544179612905,0.0789336736105914,"MLX",8.91033772839623e-56
"MLXIP","OK",1.29483600559736e-59,16.2409302292305,0.0813897147893032,"MLXIP",3.68791580884062e-59
"MLXIPL","OK",2.74584890362219e-217,31.4414630652597,0.157708365173593,"MLXIPL",1.54068427628119e-216
"MLYCD","OK",4.46520884764465e-06,4.44157170597302,0.0219841635745978,"MLYCD",6.10418904090318e-06
"MMAA","OK",0.000630468335354187,3.22472513867679,0.015812639483294,"MMAA",0.000792918506570807
"MMAB","OK",1.38856222739966e-67,17.3303337077049,0.0868023112866931,"MMAB",4.21748904099023e-67
"MMACHC","OK",1.35364623784986e-33,12.0224778547251,0.0600051601568071,"MMACHC",3.03810085333002e-33
"MMADHC","OK",3.64796260956811e-28,10.9415286269621,0.0547449636187208,"MMADHC",7.68630631102452e-28
"MMD","OK",5.3385568825952e-61,16.4353699481762,0.0823335977738672,"MMD",1.53718340794514e-60
"MMD2","OK",4.01027723187271e-119,23.1756282637107,0.115767993424423,"MMD2",1.59150241692867e-118
"MME","OK",0.15393199343278,1.01971428064987,0.00438569851859586,"MME",0.169299199531641
"MMEL1","OK",5.14825964774137e-08,5.32141151047375,0.0258292486915784,"MMEL1",7.48942301833045e-08
"MMGT1","OK",4.57489991690095e-19,8.84503698741059,0.0441721065083695,"MMGT1",8.4392313749743e-19
"MMP10","OK",0.622532938514804,-0.312140007247371,-0.00168592761190506,"MMP10",0.641036099275062
"MMP11","OK",0.181846954328576,0.908348911099948,0.00412761838821758,"MMP11",0.198805824985377
"MMP14","OK",2.5145082660231e-34,12.1607575266999,0.0607935483216669,"MMP14",5.69058208417709e-34
"MMP15","OK",1.15375725036257e-38,12.9513854950414,0.0642742193408638,"MMP15",2.73140873911801e-38
"MMP16","OK",0,73.1870690247765,0.367305690326882,"MMP16",0
"MMP17","OK",0,53.6411213372007,0.268576168571224,"MMP17",0
"MMP19","OK",0,65.0946538330717,0.327035040908327,"MMP19",0
"MMP2","OK",4.40105567951684e-167,27.5250618545274,0.138082675480725,"MMP2",2.11268837351335e-166
"MMP23A","OK",0.0870621636089754,1.35907025544103,0.00551112530256883,"MMP23A",0.0974737197987864
"MMP23B","OK",2.19425354300894e-09,5.86884150162588,0.0253892516173901,"MMP23B",3.3174587224526e-09
"MMP24","OK",7.81633770179441e-06,4.3195795456249,0.0213979015857365,"MMP24",1.05902335495356e-05
"MMP25","OK",2.93526328967877e-66,17.1539663666605,0.085646623473226,"MMP25",8.82475852028055e-66
"MMP28","OK",0,72.9963403797172,0.364496587006008,"MMP28",0
"MMP7","OK",8.02464384448709e-129,24.1183472294688,0.11834347021206,"MMP7",3.34524515411632e-128
"MMP8","OK",0.59208293591492,-0.232906349064096,-0.00133257414329271,"MMP8",0.612625433405519
"MMP9","OK",1.07477715549575e-102,21.4850234703292,0.10662396711586,"MMP9",3.96120335512388e-102
"MMRN1","OK",2.70471373256871e-36,12.5255802569841,0.0617595718820107,"MMRN1",6.25225066828737e-36
"MMRN2","OK",0,50.9769275405751,0.243131246247093,"MMRN2",0
"MMS19","OK",1.83069949995768e-10,6.26781904781664,0.0312186332441741,"MMS19",2.84222730337633e-10
"MMS22L","OK",5.13498888634182e-35,12.2898473512424,0.0613895271228138,"MMS22L",1.17039507329653e-34
"MN1","OK",7.99831905930346e-78,18.6373518016321,0.0931061478442713,"MN1",2.59125804302901e-77
"MNAT1","OK",4.61199654702303e-35,12.2985278603267,0.0615237847220031,"MNAT1",1.05163338153166e-34
"MND1","OK",5.48169978616066e-91,20.1944074804535,0.100539510003853,"MND1",1.89952154965001e-90
"MNDA","OK",0,44.4345790883187,0.223070754841735,"MNDA",0
"MNS1","OK",0,46.0271609572037,0.230885565661683,"MNS1",0
"MNT","OK",0.000117576941878549,3.67790893070012,0.0181661577354607,"MNT",0.000152210633217397
"MOAP1","OK",5.48052206469945e-56,15.7204109418797,0.078734650406024,"MOAP1",1.52233607607474e-55
"MOB1A","OK",9.19670679950433e-50,14.7846782580534,0.0740477340290902,"MOB1A",2.41182117597566e-49
"MOB1B","OK",1.17425950142822e-13,7.32729077857938,0.036540020035048,"MOB1B",1.96047036417059e-13
"MOB2","OK",0.000289930865609423,3.44086314932684,0.0169786554465661,"MOB2",0.000369632342993912
"MOB3A","OK",3.36218460145575e-10,6.17244084186014,0.0307489832996319,"MOB3A",5.18825358846701e-10
"MOB3B","OK",1.87822744611382e-147,25.8332184433999,0.129511971284543,"MOB3B",8.39274904090872e-147
"MOB3C","OK",2.37375353421517e-08,5.46051674522739,0.0271393316254154,"MOB3C",3.48685870975423e-08
"MOB4","OK",2.27120645719321e-47,14.4089997453228,0.0720969786440097,"MOB4",5.82945377403485e-47
"MOBP","OK",0,125.382318639231,0.626016130002884,"MOBP",0
"MOCOS","OK",0.0053251359053436,2.55396906578194,0.0119642012815818,"MOCOS",0.00641862372838181
"MOCS1","OK",6.70736376482129e-57,15.852943597056,0.0792458090240399,"MOCS1",1.87463103643297e-56
"MOCS2","OK",1.5310091306207e-143,25.4827497289312,0.127825212916313,"MOCS2",6.73586103050441e-143
"MOCS3","OK",0.00895322713961923,2.36754681870373,0.0115550888808521,"MOCS3",0.0106615034016689
"MOG","OK",0,141.949290159154,0.710686971311241,"MOG",0
"MOGAT1","OK",0.387358385657349,0.286210670834427,0.0011152737845262,"MOGAT1",0.410608462577867
"MOGS","OK",0.528636285006732,-0.0718422739311974,-0.000643370046930273,"MOGS",0.55178106594645
"MOK","OK",2.75947295878706e-55,15.6176656729754,0.0781208624423403,"MOK",7.61696867061022e-55
"MON1A","OK",9.85244934434945e-27,10.6386090085127,0.0531112980759479,"MON1A",2.03795011018854e-26
"MON1B","OK",4.2386416884937e-10,6.13572285622646,0.0305396289213901,"MON1B",6.51787728904929e-10
"MON2","OK",0.00193171684736825,2.88910229538887,0.0142449553654034,"MON2",0.00237838528738732
"MORC1","OK",0.0110620621526939,2.28823010678452,0.0108999477781021,"MORC1",0.0131008479185624
"MORC2","OK",0.000237752976023291,3.49418805059748,0.0172166264247127,"MORC2",0.000304302130843204
"MORC2-AS1","OK",0.0836039571535123,1.3812311031017,0.00660542951670918,"MORC2-AS1",0.0936969670542117
"MORC3","OK",0.000240809112046929,3.49077691195916,0.01726073656583,"MORC3",0.000308116829440527
"MORC4","OK",0.00333875480600569,2.71251332751743,0.0133172192693717,"MORC4",0.00406588471364824
"MORF4L1","OK",3.17114668596472e-17,8.35868177720332,0.0417638301723177,"MORF4L1",5.67052289562525e-17
"MORF4L2","OK",3.6670999005979e-79,18.8015496304029,0.0942965458842518,"MORF4L2",1.19638123986046e-78
"MORN1","OK",0.0436779704846576,1.70951313388909,0.00825389816852187,"MORN1",0.0498673673679484
"MORN2","OK",0,41.5712109848711,0.208658803679192,"MORN2",0
"MORN3","OK",0.153419478315893,1.02187734413767,0.0047534365430255,"MORN3",0.168746917415407
"MORN4","OK",2.4839250304037e-63,16.7577856281608,0.0837874524691135,"MORN4",7.27965285638292e-63
"MORN5","OK",1.6094493012306e-27,10.8061522923498,0.0532223646650296,"MORN5",3.36414158818201e-27
"MOSPD1","OK",0.187724258427718,0.886313684680991,0.00415859988535348,"MOSPD1",0.204956021186706
"MOSPD2","OK",1.1563381182952e-44,13.9719317448044,0.069878599445163,"MOSPD2",2.90028551759098e-44
"MOSPD3","OK",1.47577849813683e-72,17.9769763818232,0.0900673112890439,"MOSPD3",4.63364853165483e-72
"MOV10","OK",1.92174328567459e-14,7.56618362413428,0.0377526343944311,"MOV10",3.26125543727351e-14
"MOV10L1","OK",0.0740389777632849,1.44635393376273,0.00683812592525858,"MOV10L1",0.0832465595166115
"MOXD1","OK",0,71.9336015478323,0.361233726553829,"MOXD1",0
"MPDU1","OK",9.25700699674438e-41,13.3166880128182,0.0666828247291134,"MPDU1",2.24069934484895e-40
"MPDZ","OK",3.02463910730836e-200,30.1689701073867,0.151326736104933,"MPDZ",1.6152902126698e-199
"MPEG1","OK",8.756031172762e-237,32.8369154195978,0.164619317744976,"MPEG1",5.17887597479417e-236
"MPG","OK",3.60059049937094e-74,18.1817403014808,0.0911251578924632,"MPG",1.14352282233776e-73
"MPHOSPH10","OK",7.57314918933873e-19,8.78857939140543,0.043885015777008,"MPHOSPH10",1.39211546906754e-18
"MPHOSPH6","OK",1.5451552018175e-15,7.88720439529664,0.0393708934935275,"MPHOSPH6",2.68141981788281e-15
"MPHOSPH8","OK",3.76704321427237e-20,9.11968806751752,0.0455809672428385,"MPHOSPH8",7.05124320703495e-20
"MPHOSPH9","OK",0.0263424583094128,1.93749456900873,0.00941309894820734,"MPHOSPH9",0.0304900660116696
"MPI","OK",1.26132247657047e-21,9.48083162131647,0.0473637624033585,"MPI",2.4165329904691e-21
"MPL","OK",4.0936551007681e-08,5.36295126382257,0.0262290162392807,"MPL",5.9723130549061e-08
"MPND","OK",0.00281227165465723,2.76890268004224,0.0135852025202972,"MPND",0.00343450231401663
"MPO","OK",0.686455549477771,-0.485828309226454,-0.00257291434248209,"MPO",0.697507376733014
"MPP1","OK",0,94.739977948018,0.476292834784044,"MPP1",0
"MPP2","OK",1.13618742121494e-72,17.9914727646214,0.0898493213695885,"MPP2",3.57084342398049e-72
"MPP3","OK",0.00107963964571798,3.06740244512386,0.014969762279658,"MPP3",0.0013438138167884
"MPP4","OK",0.771346257980607,-0.743287754049399,-0.00389984672169101,"MPP4",0.77520251318962
"MPP5","OK",2.21981229308813e-05,4.08332300675521,0.0202343042673273,"MPP5",2.95521245755491e-05
"MPP6","OK",3.02466742890492e-73,18.0646601585857,0.0903937012752139,"MPP6",9.53546171246057e-73
"MPP7","OK",5.60985239144506e-07,4.86894249647649,0.0231646845019814,"MPP7",7.88955143288132e-07
"MPPE1","OK",5.82716771803894e-10,6.08492843595708,0.030301513485313,"MPPE1",8.92519724887857e-10
"MPPED1","OK",0,48.2810874435477,0.227036888869412,"MPPED1",0
"MPPED2","OK",0,38.8809381183823,0.194821884202829,"MPPED2",0
"MPRIP","OK",1.59200703356819e-33,12.0090710768953,0.0600979478669086,"MPRIP",3.57258138472861e-33
"MPST","OK",1.68735909798713e-22,9.68849281096691,0.0484182893366648,"MPST",3.27398334038661e-22
"MPV17","OK",1.00069540293101e-163,27.24318594356,0.136750092708821,"MPV17",4.75330316392228e-163
"MPV17L","OK",2.81337590229733e-13,7.20923394944126,0.0357509464477394,"MPV17L",4.65172622025868e-13
"MPV17L2","OK",0.000114402054819952,3.68488702164158,0.0182122696097402,"MPV17L2",0.000148206592301159
"MPZ","OK",0.348563034537605,0.389202885520977,0.00162540432248193,"MPZ",0.3712245334146
"MPZL1","OK",7.39209173840813e-156,26.5707622150308,0.133347972329882,"MPZL1",3.40978554607647e-155
"MPZL2","OK",4.67026321671114e-53,15.2869631560745,0.0718236002940298,"MPZL2",1.26616543386126e-52
"MPZL3","OK",0.293743740727155,0.542480581006345,0.00234012033407095,"MPZL3",0.315274492799438
"MR1","OK",1.33993084735885e-15,7.90497556155204,0.0394332021710687,"MR1",2.32925098617958e-15
"MRAP","OK",0.317319524010623,0.475207547516111,0.00203001954045784,"MRAP",0.339593415015772
"MRAP2","OK",1.30596804333952e-138,25.0339384814354,0.121068031433084,"MRAP2",5.64659523358934e-138
"MRAS","OK",4.60049559993049e-180,28.5890178824595,0.143440249127004,"MRAS",2.31417577552265e-179
"MRC1","OK",0,45.7927014461172,0.229617702648873,"MRC1",0
"MRC2","OK",1.96548608490558e-267,34.918239186006,0.175307826061862,"MRC2",1.26149033979178e-266
"MRE11","OK",0.0487548880601745,1.65704797478724,0.00803163472704837,"MRE11",0.0554963888349403
"MREG","OK",5.69760610311867e-157,26.6669102135426,0.133396965472432,"MREG",2.64012863338308e-156
"MRFAP1","OK",2.80852359290076e-120,23.2898587585144,0.116876665872951,"MRFAP1",1.12334044861712e-119
"MRFAP1L1","OK",5.73418982409698e-56,15.7175440143601,0.078733415579473,"MRFAP1L1",1.59225465391833e-55
"MRGPRF","OK",3.49920042357771e-86,19.6402996714007,0.0969690416704453,"MRGPRF",1.18505575077196e-85
"MRI1","OK",0.0135956766188577,2.20875979001323,0.0108026107266948,"MRI1",0.0160105881525175
"MRO","OK",2.43524054396409e-94,20.5722008988896,0.102982442246863,"MRO",8.58476332049519e-94
"MRPL57","OK",5.18373965720139e-211,30.9789168042446,0.155536143287596,"MRPL57",2.86416127717035e-210
"MRPL1","OK",0.00018113197603676,3.56615008715336,0.0176031262888557,"MRPL1",0.000232839027852417
"MRPL10","OK",4.8227775283443e-05,3.89933924798328,0.019308512513241,"MRPL10",6.3391416285139e-05
"MRPL11","OK",1.28674872439449e-41,13.463248132011,0.0674092387303661,"MRPL11",3.13513833298152e-41
"MRPL12","OK",3.14648668731585e-30,11.3643519622123,0.0568591431263235,"MRPL12",6.80220960296919e-30
"MRPL13","OK",9.83446228618715e-152,26.2114652641084,0.131519454903265,"MRPL13",4.46928689383157e-151
"MRPL14","OK",1.93155961142426e-23,9.9074680574072,0.0495415391621275,"MRPL14",3.80217422060218e-23
"MRPL15","OK",1.45069733180895e-64,16.9258477194528,0.0848216431495289,"MRPL15",4.3034623162407e-64
"MRPL16","OK",6.92456579432052e-42,13.5089452848151,0.0676397284183693,"MRPL16",1.69298355598981e-41
"MRPL17","OK",2.88933826841894e-74,18.1938039573296,0.0911664856273122,"MRPL17",9.18529774007527e-74
"MRPL18","OK",2.40844213853949e-121,23.3948943565762,0.117366608364165,"MRPL18",9.6688025990726e-121
"MRPL19","OK",9.17944021109873e-74,18.1303494408865,0.0908701957657183,"MRPL19",2.90795379294398e-73
"MRPL2","OK",1.62808988342475e-34,12.1962132038422,0.0610068908815602,"MRPL2",3.6906846125303e-34
"MRPL20","OK",3.96807655927992e-88,19.8664901733013,0.0996502251978954,"MRPL20",1.35682886633253e-87
"MRPL21","OK",1.10306966746761e-48,14.6164478830313,0.0732233834523433,"MRPL21",2.86646718726062e-48
"MRPL22","OK",3.09123964986771e-60,16.3285616596356,0.0818133788634884,"MRPL22",8.84616084688857e-60
"MRPL23","OK",2.45206549046104e-74,18.2027941219595,0.0912663197672878,"MRPL23",7.79976213736611e-74
"MRPL23-AS1","OK",0.214388313485024,0.791286838541203,0.00352511672549568,"MRPL23-AS1",0.232927531092056
"MRPL24","OK",6.01079305789475e-120,23.2572251045256,0.116647759285293,"MRPL24",2.39945436042413e-119
"MRPL27","OK",3.2103841144329e-48,14.5435165513467,0.0728489663651605,"MRPL27",8.30547895381488e-48
"MRPL28","OK",4.33571330959485e-93,20.4320875675613,0.102469166209873,"MRPL28",1.51857216218828e-92
"MRPL3","OK",1.18793899952651e-102,21.4803736349418,0.107736056869449,"MRPL3",4.37728235557594e-102
"MRPL30","OK",3.13648287027752e-06,4.51697382036631,0.0224015126497717,"MRPL30",4.31018234253767e-06
"MRPL32","OK",1.14806409192924e-105,21.800476788917,0.109339502335217,"MRPL32",4.2856321891068e-105
"MRPL33","OK",1.32598425123628e-52,15.2188386767508,0.0762622981523156,"MRPL33",3.575853190275e-52
"MRPL34","OK",5.66328040168494e-26,10.4743898706161,0.0523912368303503,"MRPL34",1.15819134364024e-25
"MRPL35","OK",2.44601222665207e-10,6.22252960118815,0.0309710097793576,"MRPL35",3.78597120594826e-10
"MRPL36","OK",3.12077365602259e-149,25.9911111697973,0.130404652980644,"MRPL36",1.40219529362626e-148
"MRPL37","OK",2.16021421767567e-127,23.9816654972979,0.120319390546334,"MRPL37",8.94122219278418e-127
"MRPL38","OK",3.57410159845293e-35,12.3191063233445,0.0616564950565783,"MRPL38",8.15770904508117e-35
"MRPL39","OK",3.10597689030687e-35,12.3304232970157,0.061691510396819,"MRPL39",7.09620060402229e-35
"MRPL4","OK",3.38178031789351e-113,22.5803340796931,0.11324624744153,"MRPL4",1.30983655842674e-112
"MRPL40","OK",5.71185550938385e-26,10.4735816955182,0.0523794904897681,"MRPL40",1.16783203489826e-25
"MRPL41","OK",9.0496356485366e-23,9.75193074812168,0.0487606070899587,"MRPL41",1.76367704685962e-22
"MRPL42","OK",3.48446522207005e-116,22.8823229662201,0.114771083522942,"MRPL42",1.36782900701463e-115
"MRPL43","OK",2.0091526687915e-131,24.365022861167,0.1222418788069,"MRPL43",8.48198934558778e-131
"MRPL44","OK",8.11775079959204e-11,6.39328896955733,0.0318392022112858,"MRPL44",1.27183042691963e-10
"MRPL45P2","OK",0.000381537604200801,3.36585242471838,0.0165477124159939,"MRPL45P2",0.00048441144711124
"MRPL46","OK",2.93487231160467e-37,12.7005742052224,0.0635258038263324,"MRPL46",6.85336667859728e-37
"MRPL47","OK",2.01994132183173e-48,14.5751914878691,0.0730020770277343,"MRPL47",5.23071001008047e-48
"MRPL48","OK",4.46786402032689e-72,17.9154415517805,0.0897428568391152,"MRPL48",1.39635757856013e-71
"MRPL49","OK",4.2808313732597e-29,11.1340882391407,0.0556633780049884,"MRPL49",9.11531021979701e-29
"MRPL50","OK",1.2292677697805e-65,17.0705545367727,0.0855290931623102,"MRPL50",3.67538874317588e-65
"MRPL51","OK",0,41.0872370873271,0.206394724695168,"MRPL51",0
"MRPL52","OK",1.2036027239059e-81,19.1024916687927,0.095790047887102,"MRPL52",3.97772745146333e-81
"MRPL53","OK",2.36794425049393e-42,13.5877225225423,0.0680442075197489,"MRPL53",5.81820374691304e-42
"MRPL54","OK",7.03813414375886e-31,11.4943956774935,0.0575160815089573,"MRPL54",1.5366309769754e-30
"MRPL55","OK",1.28235315181765e-110,22.3163351830642,0.111960247629843,"MRPL55",4.89694098758134e-110
"MRPL9","OK",5.29783213625557e-66,17.1196244742417,0.0857963053865655,"MRPL9",1.58983783034739e-65
"MRPS10","OK",3.35443623198269e-52,15.1579925269465,0.0759051459484026,"MRPS10",9.01622402861905e-52
"MRPS11","OK",3.0021111456633e-131,24.3485621910859,0.122142792668056,"MRPS11",1.26673686926239e-130
"MRPS12","OK",2.8958943764219e-74,18.1936797545916,0.0911721766133576,"MRPS12",9.20434279353461e-74
"MRPS14","OK",2.39287271639756e-73,18.0775866118753,0.0906073561895828,"MRPS14",7.5509973723065e-73
"MRPS15","OK",2.54539264433618e-50,14.870921394209,0.074495400267503,"MRPS15",6.71526708161472e-50
"MRPS16","OK",3.80484562713751e-42,13.5529615125359,0.067868896885446,"MRPS16",9.32344640281114e-42
"MRPS17","OK",0,55.0035995328771,0.276217319009151,"MRPS17",0
"MRPS18A","OK",2.62581218241342e-159,26.8676161492943,0.134800234371109,"MRPS18A",1.22791785658351e-158
